order_item_id,order_id,product_id,quantity,unit_price,subtotal
68,21,82,1,306.53,306.53
69,21,20,1,191.71,191.71
70,21,10,4,16.08,64.32
71,22,17,5,119.6,598
72,22,23,3,79.85,239.55
73,22,6,2,362.16,724.32
74,23,34,3,352.16,1056.48
75,24,73,5,130.25,651.25
76,25,36,1,379.04,379.04
77,25,11,3,177.33,531.99
78,25,35,3,73.69,221.07
79,25,98,1,307.01,307.01
80,26,4,2,53.84,107.68
81,26,41,4,272.17,1088.68
82,26,29,1,5.73,5.73
83,26,1,2,227.6,455.2
84,27,37,4,332.56,1330.24
85,27,6,5,362.16,1810.8
86,27,98,4,307.01,1228.04
87,27,73,5,130.25,651.25
88,28,16,4,208.95,835.8
89,28,59,4,78.69,314.76
90,29,12,4,405.66,1622.64
91,29,99,1,67.45,67.45
92,30,33,4,77.58,310.32
93,30,54,2,218.8,437.6
94,30,18,2,51.98,103.96
95,30,92,4,60.45,241.8
96,31,42,3,421.18,1263.54
97,31,72,5,248.62,1243.1
98,31,27,4,136.66,546.64
99,31,16,5,208.95,1044.75
100,32,98,4,307.01,1228.04
101,32,56,4,38.34,153.36
102,33,7,1,142.02,142.02
103,33,52,2,304.17,608.34
104,33,22,2,116.75,233.5
105,34,12,2,405.66,811.32
106,34,4,3,53.84,161.52
107,35,81,2,78.93,157.86
108,35,16,3,208.95,626.85
109,35,83,2,20.8,41.6
110,35,13,1,87.64,87.64
111,36,60,1,300.86,300.86
112,36,33,2,77.58,155.16
113,36,78,3,358.92,1076.76
114,36,94,5,56.69,283.45
115,36,65,4,254.9,1019.6
116,37,98,4,307.01,1228.04
117,37,36,2,379.04,758.08
118,38,14,2,497.78,995.56
119,39,82,1,306.53,306.53
120,39,32,4,266.32,1065.28
121,39,9,3,294.38,883.14
122,39,5,4,273.9,1095.6
123,40,7,3,142.02,426.06
124,40,57,3,74.55,223.65
125,41,67,2,465.95,931.9
126,41,76,4,169.43,677.72
127,41,94,5,56.69,283.45
128,42,76,3,169.43,508.29
129,42,80,1,392.88,392.88
130,42,63,4,273.5,1094
131,43,90,1,90.42,90.42
132,43,64,2,180.92,361.84
133,44,69,2,134.97,269.94
134,44,98,1,307.01,307.01
135,44,77,1,127.74,127.74
136,44,61,5,185.84,929.2
137,45,61,1,185.84,185.84
138,45,10,1,16.08,16.08
139,45,71,1,132.68,132.68
140,46,76,5,169.43,847.15
141,46,27,3,136.66,409.98
142,46,13,4,87.64,350.56
143,47,25,2,11.43,22.86
144,47,3,2,16.25,32.5
145,47,41,5,272.17,1360.85
146,48,66,1,29.33,29.33
147,48,36,2,379.04,758.08
148,48,42,4,421.18,1684.72
149,48,41,3,272.17,816.51
150,48,32,3,266.32,798.96
151,49,89,3,164.53,493.59
152,49,34,3,352.16,1056.48
153,49,96,5,48.19,240.95
154,49,99,3,67.45,202.35
155,50,46,3,68.91,206.73
156,51,19,2,167.25,334.5
157,51,60,2,300.86,601.72
158,51,22,1,116.75,116.75
159,51,6,5,362.16,1810.8
160,52,12,2,405.66,811.32
161,52,24,2,266.02,532.04
162,53,80,1,392.88,392.88
163,53,1,4,227.6,910.4
164,53,40,4,168.04,672.16
165,54,68,2,63.37,126.74
166,54,26,1,371.37,371.37
167,54,91,5,256.59,1282.95
168,55,95,2,420.68,841.36
169,55,81,5,78.93,394.65
170,55,92,2,60.45,120.9
171,55,20,5,191.71,958.55
172,55,29,1,5.73,5.73
173,56,10,1,16.08,16.08
174,56,26,1,371.37,371.37
175,57,15,5,440.33,2201.65
176,58,79,3,387.61,1162.83
177,58,99,1,67.45,67.45
178,59,4,5,53.84,269.2
179,59,17,3,119.6,358.8
180,60,97,3,209.48,628.44
181,60,68,5,63.37,316.85
182,60,94,4,56.69,226.76
183,61,53,1,318.16,318.16
184,62,47,4,350.02,1400.08
185,62,45,2,36.73,73.46
186,62,90,4,90.42,361.68
187,62,25,2,11.43,22.86
188,63,38,2,226.45,452.9
189,63,41,3,272.17,816.51
190,63,4,5,53.84,269.2
191,64,99,3,67.45,202.35
192,64,15,5,440.33,2201.65
193,64,83,2,20.8,41.6
194,64,65,2,254.9,509.8
195,65,60,3,300.86,902.58
196,65,70,1,453.74,453.74
197,65,77,3,127.74,383.22
198,66,58,4,363.89,1455.56
199,66,97,4,209.48,837.92
200,67,69,4,134.97,539.88
201,68,6,5,362.16,1810.8
202,68,88,4,263.94,1055.76
203,68,61,2,185.84,371.68
204,69,36,4,379.04,1516.16
205,70,2,5,187.06,935.3
206,70,100,5,490.16,2450.8
207,70,50,2,79.59,159.18
208,71,95,2,420.68,841.36
209,71,72,1,248.62,248.62
210,71,94,5,56.69,283.45
211,71,76,2,169.43,338.86
212,72,29,4,5.73,22.92
213,72,66,1,29.33,29.33
214,72,35,5,73.69,368.45
215,72,68,2,63.37,126.74
216,72,7,3,142.02,426.06
217,73,74,1,103.68,103.68
218,73,74,1,103.68,103.68
219,73,47,5,350.02,1750.1
220,73,84,4,284.16,1136.64
221,73,31,4,302.6,1210.4
222,74,21,2,191.94,383.88
223,74,7,1,142.02,142.02
224,75,77,5,127.74,638.7
225,76,5,1,273.9,273.9
226,76,50,1,79.59,79.59
227,76,78,3,358.92,1076.76
228,76,20,3,191.71,575.13
229,77,93,1,289.58,289.58
230,77,24,1,266.02,266.02
231,77,60,1,300.86,300.86
232,77,99,1,67.45,67.45
233,78,87,2,442.56,885.12
234,78,43,2,290.86,581.72
235,79,84,3,284.16,852.48
236,79,100,5,490.16,2450.8
237,80,20,2,191.71,383.42
238,81,78,1,358.92,358.92
239,81,84,2,284.16,568.32
240,82,26,2,371.37,742.74
241,82,10,3,16.08,48.24
242,83,59,5,78.69,393.45
243,83,77,2,127.74,255.48
244,83,54,3,218.8,656.4
245,83,94,5,56.69,283.45
246,84,91,4,256.59,1026.36
247,84,56,4,38.34,153.36
248,84,1,3,227.6,682.8
249,85,94,1,56.69,56.69
250,85,63,2,273.5,547
251,85,88,1,263.94,263.94
252,85,26,3,371.37,1114.11
253,85,79,5,387.61,1938.05
254,86,94,3,56.69,170.07
255,86,92,2,60.45,120.9
256,86,35,5,73.69,368.45
257,86,1,2,227.6,455.2
258,86,80,2,392.88,785.76
259,87,24,1,266.02,266.02
260,87,34,4,352.16,1408.64
261,87,33,1,77.58,77.58
262,87,92,3,60.45,181.35
263,88,68,4,63.37,253.48
264,89,21,2,191.94,383.88
265,89,55,1,390.99,390.99
266,89,59,5,78.69,393.45
267,89,44,3,111.72,335.16
268,90,26,1,371.37,371.37
269,90,51,2,424.62,849.24
270,90,31,3,302.6,907.8
271,90,92,5,60.45,302.25
272,91,41,5,272.17,1360.85
273,91,20,4,191.71,766.84
274,91,19,3,167.25,501.75
275,91,92,5,60.45,302.25
276,91,89,3,164.53,493.59
277,92,99,3,67.45,202.35
278,92,60,1,300.86,300.86
279,92,60,4,300.86,1203.44
280,92,15,4,440.33,1761.32
281,93,99,3,67.45,202.35
282,93,84,3,284.16,852.48
283,94,15,4,440.33,1761.32
284,95,68,1,63.37,63.37
285,95,77,2,127.74,255.48
286,95,22,4,116.75,467
287,96,85,2,54.89,109.78
288,97,89,3,164.53,493.59
289,97,56,4,38.34,153.36
290,98,33,5,77.58,387.9
291,99,4,3,53.84,161.52
292,99,39,5,435.8,2179
293,100,79,4,387.61,1550.44
294,101,68,5,63.37,316.85
295,101,82,4,306.53,1226.12
296,102,10,2,16.08,32.16
297,102,58,4,363.89,1455.56
298,102,12,2,405.66,811.32
299,103,5,4,273.9,1095.6
300,103,19,3,167.25,501.75
301,103,12,3,405.66,1216.98
302,104,75,3,161.12,483.36
303,104,89,2,164.53,329.06
304,104,15,2,440.33,880.66
305,104,82,2,306.53,613.06
306,105,68,5,63.37,316.85
307,105,2,2,187.06,374.12
308,106,36,3,379.04,1137.12
309,106,82,2,306.53,613.06
310,106,15,1,440.33,440.33
311,107,22,4,116.75,467
312,107,81,4,78.93,315.72
313,107,41,3,272.17,816.51
314,107,95,4,420.68,1682.72
315,108,98,3,307.01,921.03
316,108,80,5,392.88,1964.4
317,108,6,2,362.16,724.32
318,108,12,1,405.66,405.66
319,108,85,5,54.89,274.45
320,109,91,4,256.59,1026.36
321,109,39,4,435.8,1743.2
322,109,75,5,161.12,805.6
323,110,18,2,51.98,103.96
324,110,48,5,238.21,1191.05
325,110,9,5,294.38,1471.9
326,110,80,3,392.88,1178.64
327,110,29,5,5.73,28.65
328,111,81,1,78.93,78.93
329,111,2,2,187.06,374.12
330,111,28,1,36.29,36.29
331,111,40,2,168.04,336.08
332,112,82,3,306.53,919.59
333,112,1,5,227.6,1138
334,112,46,4,68.91,275.64
335,113,36,2,379.04,758.08
336,113,16,5,208.95,1044.75
337,113,11,3,177.33,531.99
338,114,84,5,284.16,1420.8
339,114,83,3,20.8,62.4
340,114,93,5,289.58,1447.9
341,114,37,3,332.56,997.68
342,114,28,4,36.29,145.16
343,115,77,3,127.74,383.22
344,115,82,5,306.53,1532.65
345,115,26,5,371.37,1856.85
346,115,20,2,191.71,383.42
347,115,67,3,465.95,1397.85
348,116,92,2,60.45,120.9
349,117,8,5,82.76,413.8
350,117,90,2,90.42,180.84
351,117,40,5,168.04,840.2
352,117,41,2,272.17,544.34
353,117,100,1,490.16,490.16
354,118,29,5,5.73,28.65
355,118,72,4,248.62,994.48
356,118,75,5,161.12,805.6
357,118,14,3,497.78,1493.34
358,118,81,2,78.93,157.86
359,119,71,5,132.68,663.4
360,119,95,1,420.68,420.68
361,119,78,1,358.92,358.92
362,119,40,4,168.04,672.16
363,119,26,4,371.37,1485.48
364,120,66,4,29.33,117.32
365,120,96,4,48.19,192.76
366,120,16,3,208.95,626.85
367,121,23,1,79.85,79.85
368,121,47,2,350.02,700.04
369,121,14,1,497.78,497.78
370,122,89,4,164.53,658.12
371,122,91,5,256.59,1282.95
372,123,58,2,363.89,727.78
373,123,38,5,226.45,1132.25
374,124,79,1,387.61,387.61
375,124,8,3,82.76,248.28
376,125,79,4,387.61,1550.44
377,125,38,2,226.45,452.9
378,125,83,1,20.8,20.8
379,126,33,4,77.58,310.32
380,126,55,3,390.99,1172.97
381,126,7,4,142.02,568.08
382,127,73,4,130.25,521
383,127,3,3,16.25,48.75
384,127,29,2,5.73,11.46
385,127,43,1,290.86,290.86
386,127,63,4,273.5,1094
387,128,9,2,294.38,588.76
388,129,64,3,180.92,542.76
389,129,69,2,134.97,269.94
390,129,43,5,290.86,1454.3
391,130,26,5,371.37,1856.85
392,130,2,2,187.06,374.12
393,130,69,2,134.97,269.94
394,130,84,4,284.16,1136.64
395,130,48,4,238.21,952.84
396,131,11,1,177.33,177.33
397,131,42,1,421.18,421.18
398,131,2,5,187.06,935.3
399,131,76,2,169.43,338.86
400,131,4,2,53.84,107.68
401,132,11,4,177.33,709.32
402,133,91,1,256.59,256.59
403,134,80,3,392.88,1178.64
404,134,63,5,273.5,1367.5
405,134,44,3,111.72,335.16
406,134,36,3,379.04,1137.12
407,135,7,2,142.02,284.04
408,135,25,4,11.43,45.72
409,135,55,5,390.99,1954.95
410,136,13,5,87.64,438.2
411,136,21,5,191.94,959.7
412,136,62,1,245.87,245.87
413,136,85,5,54.89,274.45
414,137,5,5,273.9,1369.5
415,137,82,5,306.53,1532.65
416,137,8,5,82.76,413.8
417,138,75,5,161.12,805.6
418,139,8,1,82.76,82.76
419,139,48,1,238.21,238.21
420,140,64,2,180.92,361.84
421,140,51,3,424.62,1273.86
422,140,45,4,36.73,146.92
423,140,72,3,248.62,745.86
424,140,40,1,168.04,168.04
425,141,9,3,294.38,883.14
426,141,33,2,77.58,155.16
427,141,54,2,218.8,437.6
428,141,78,2,358.92,717.84
429,141,74,3,103.68,311.04
430,142,72,1,248.62,248.62
431,143,9,1,294.38,294.38
432,144,79,5,387.61,1938.05
433,144,56,2,38.34,76.68
434,145,56,3,38.34,115.02
435,145,20,1,191.71,191.71
436,145,70,1,453.74,453.74
437,145,70,5,453.74,2268.7
438,146,60,2,300.86,601.72
439,146,10,3,16.08,48.24
440,146,70,5,453.74,2268.7
441,146,32,2,266.32,532.64
442,146,88,4,263.94,1055.76
443,147,7,4,142.02,568.08
444,147,25,5,11.43,57.15
445,147,3,2,16.25,32.5
446,147,57,5,74.55,372.75
447,148,13,2,87.64,175.28
448,148,3,1,16.25,16.25
449,148,63,3,273.5,820.5
450,149,42,3,421.18,1263.54
451,149,60,3,300.86,902.58
452,149,21,4,191.94,767.76
453,150,49,4,143.59,574.36
454,150,5,4,273.9,1095.6
455,150,33,5,77.58,387.9
456,150,1,4,227.6,910.4
457,150,78,5,358.92,1794.6
458,151,56,2,38.34,76.68
459,151,85,1,54.89,54.89
460,151,15,5,440.33,2201.65
461,152,6,3,362.16,1086.48
462,152,3,5,16.25,81.25
463,153,84,3,284.16,852.48
464,153,16,1,208.95,208.95
465,153,47,1,350.02,350.02
466,153,77,2,127.74,255.48
467,154,73,4,130.25,521
468,154,96,2,48.19,96.38
469,154,70,4,453.74,1814.96
470,155,78,4,358.92,1435.68
471,155,40,5,168.04,840.2
472,155,1,4,227.6,910.4
473,156,38,4,226.45,905.8
474,156,94,2,56.69,113.38
475,156,81,3,78.93,236.79
476,156,22,1,116.75,116.75
477,156,43,5,290.86,1454.3
478,157,98,3,307.01,921.03
479,157,77,2,127.74,255.48
480,157,38,4,226.45,905.8
481,158,62,5,245.87,1229.35
482,158,69,1,134.97,134.97
483,158,24,4,266.02,1064.08
484,159,7,3,142.02,426.06
485,159,53,3,318.16,954.48
486,160,59,3,78.69,236.07
487,160,9,5,294.38,1471.9
488,160,9,5,294.38,1471.9
489,161,66,3,29.33,87.99
490,161,21,1,191.94,191.94
491,161,72,2,248.62,497.24
492,162,4,5,53.84,269.2
493,162,75,2,161.12,322.24
494,162,58,5,363.89,1819.45
495,162,13,3,87.64,262.92
496,163,19,3,167.25,501.75
497,163,1,3,227.6,682.8
498,163,31,1,302.6,302.6
499,164,74,3,103.68,311.04
500,164,99,3,67.45,202.35
501,164,83,4,20.8,83.2
502,164,65,5,254.9,1274.5
503,165,40,2,168.04,336.08
504,165,3,5,16.25,81.25
505,166,31,5,302.6,1513
506,166,92,3,60.45,181.35
507,167,93,1,289.58,289.58
508,167,9,5,294.38,1471.9
509,167,47,1,350.02,350.02
510,168,59,5,78.69,393.45
511,169,55,4,390.99,1563.96
512,169,26,4,371.37,1485.48
513,169,98,1,307.01,307.01
514,170,81,2,78.93,157.86
515,170,90,1,90.42,90.42
516,170,85,5,54.89,274.45
517,170,88,4,263.94,1055.76
518,170,58,2,363.89,727.78
519,171,90,5,90.42,452.1
520,171,7,3,142.02,426.06
521,172,50,1,79.59,79.59
522,172,45,4,36.73,146.92
523,172,36,3,379.04,1137.12
524,172,19,1,167.25,167.25
525,172,11,1,177.33,177.33
526,173,37,2,332.56,665.12
527,173,19,2,167.25,334.5
528,174,91,4,256.59,1026.36
529,174,86,4,375.68,1502.72
530,175,71,3,132.68,398.04
531,175,60,1,300.86,300.86
532,175,53,3,318.16,954.48
533,175,51,3,424.62,1273.86
534,176,67,2,465.95,931.9
535,176,81,2,78.93,157.86
536,176,69,1,134.97,134.97
537,176,8,3,82.76,248.28
538,177,21,4,191.94,767.76
539,177,81,1,78.93,78.93
540,177,57,2,74.55,149.1
541,178,34,2,352.16,704.32
542,178,51,3,424.62,1273.86
543,178,92,1,60.45,60.45
544,178,14,5,497.78,2488.9
545,178,72,5,248.62,1243.1
546,179,83,2,20.8,41.6
547,179,41,3,272.17,816.51
548,179,52,4,304.17,1216.68
549,179,46,2,68.91,137.82
550,179,55,5,390.99,1954.95
551,180,44,5,111.72,558.6
552,180,50,2,79.59,159.18
553,180,92,3,60.45,181.35
554,180,73,1,130.25,130.25
555,180,71,1,132.68,132.68
556,181,43,2,290.86,581.72
557,181,25,4,11.43,45.72
558,182,42,2,421.18,842.36
559,182,73,3,130.25,390.75
560,182,56,2,38.34,76.68
561,183,93,1,289.58,289.58
562,184,24,2,266.02,532.04
563,184,70,3,453.74,1361.22
564,184,48,2,238.21,476.42
565,184,5,3,273.9,821.7
566,185,19,4,167.25,669
567,185,55,4,390.99,1563.96
568,185,99,5,67.45,337.25
569,186,88,4,263.94,1055.76
570,186,40,5,168.04,840.2
571,186,28,5,36.29,181.45
572,187,81,1,78.93,78.93
573,188,24,4,266.02,1064.08
574,188,19,2,167.25,334.5
575,188,29,5,5.73,28.65
576,189,3,1,16.25,16.25
577,189,4,5,53.84,269.2
578,190,74,1,103.68,103.68
579,191,35,3,73.69,221.07
580,192,41,3,272.17,816.51
581,193,95,1,420.68,420.68
582,194,33,2,77.58,155.16
583,194,30,4,174.46,697.84
584,195,9,3,294.38,883.14
585,196,6,2,362.16,724.32
586,196,82,1,306.53,306.53
587,196,1,2,227.6,455.2
588,196,49,1,143.59,143.59
589,196,68,1,63.37,63.37
590,197,36,5,379.04,1895.2
591,197,2,3,187.06,561.18
592,198,39,3,435.8,1307.4
593,199,80,2,392.88,785.76
594,199,9,1,294.38,294.38
595,199,47,2,350.02,700.04
596,200,58,3,363.89,1091.67
597,200,27,4,136.66,546.64
598,200,15,4,440.33,1761.32
599,201,69,3,134.97,404.91
600,201,20,4,191.71,766.84
601,201,85,2,54.89,109.78
602,201,7,5,142.02,710.1
603,202,63,5,273.5,1367.5
604,202,66,3,29.33,87.99
605,203,6,4,362.16,1448.64
606,203,69,5,134.97,674.85
607,203,97,5,209.48,1047.4
608,203,89,4,164.53,658.12
609,204,40,1,168.04,168.04
610,204,98,5,307.01,1535.05
611,205,40,4,168.04,672.16
612,205,13,1,87.64,87.64
613,205,86,5,375.68,1878.4
614,205,78,2,358.92,717.84
615,206,50,1,79.59,79.59
616,206,30,5,174.46,872.3
617,206,78,3,358.92,1076.76
618,206,72,2,248.62,497.24
619,207,35,1,73.69,73.69
620,208,48,1,238.21,238.21
621,209,90,2,90.42,180.84
622,209,49,3,143.59,430.77
623,209,16,2,208.95,417.9
624,209,32,3,266.32,798.96
625,209,34,2,352.16,704.32
626,210,88,5,263.94,1319.7
627,210,78,2,358.92,717.84
628,210,86,2,375.68,751.36
629,210,58,4,363.89,1455.56
630,211,82,3,306.53,919.59
631,211,13,3,87.64,262.92
632,212,77,5,127.74,638.7
633,212,11,5,177.33,886.65
634,212,17,2,119.6,239.2
635,212,73,2,130.25,260.5
636,212,33,1,77.58,77.58
637,213,88,5,263.94,1319.7
638,213,62,4,245.87,983.48
639,214,99,2,67.45,134.9
640,214,42,2,421.18,842.36
641,214,85,1,54.89,54.89
642,214,5,2,273.9,547.8
643,214,48,5,238.21,1191.05
644,215,29,4,5.73,22.92
645,215,87,5,442.56,2212.8
646,216,58,4,363.89,1455.56
647,216,94,4,56.69,226.76
648,216,89,1,164.53,164.53
649,216,75,4,161.12,644.48
650,217,85,3,54.89,164.67
651,217,99,4,67.45,269.8
652,217,45,5,36.73,183.65
653,218,32,2,266.32,532.64
654,218,4,2,53.84,107.68
655,218,71,3,132.68,398.04
656,218,75,5,161.12,805.6
657,219,57,4,74.55,298.2
658,220,52,1,304.17,304.17
659,220,51,4,424.62,1698.48
660,220,37,1,332.56,332.56
661,221,63,3,273.5,820.5
662,221,98,5,307.01,1535.05
663,222,67,1,465.95,465.95
664,222,61,1,185.84,185.84
665,223,90,1,90.42,90.42
666,224,100,1,490.16,490.16
667,225,13,2,87.64,175.28
668,225,44,4,111.72,446.88
669,225,19,2,167.25,334.5
670,226,32,4,266.32,1065.28
671,226,70,3,453.74,1361.22
672,227,70,5,453.74,2268.7
673,227,48,1,238.21,238.21
674,227,25,1,11.43,11.43
675,227,3,5,16.25,81.25
676,227,94,1,56.69,56.69
677,228,86,3,375.68,1127.04
678,228,20,2,191.71,383.42
679,228,68,2,63.37,126.74
680,228,6,4,362.16,1448.64
681,228,44,2,111.72,223.44
682,229,62,5,245.87,1229.35
683,229,36,4,379.04,1516.16
684,230,24,2,266.02,532.04
685,231,13,3,87.64,262.92
686,231,36,1,379.04,379.04
687,232,34,1,352.16,352.16
688,232,68,4,63.37,253.48
689,232,29,5,5.73,28.65
690,232,57,4,74.55,298.2
691,232,60,4,300.86,1203.44
692,233,65,2,254.9,509.8
693,233,38,5,226.45,1132.25
694,233,89,2,164.53,329.06
695,233,42,5,421.18,2105.9
696,234,51,5,424.62,2123.1
697,234,96,3,48.19,144.57
698,234,22,5,116.75,583.75
699,234,4,4,53.84,215.36
700,234,20,2,191.71,383.42
701,235,24,3,266.02,798.06
702,235,80,3,392.88,1178.64
703,235,65,5,254.9,1274.5
704,235,44,3,111.72,335.16
705,236,78,5,358.92,1794.6
706,236,39,4,435.8,1743.2
707,237,16,3,208.95,626.85
708,237,89,3,164.53,493.59
709,237,68,3,63.37,190.11
710,238,33,4,77.58,310.32
711,238,76,1,169.43,169.43
712,239,77,1,127.74,127.74
713,240,13,1,87.64,87.64
714,240,58,3,363.89,1091.67
715,240,83,3,20.8,62.4
716,240,37,3,332.56,997.68
717,241,73,4,130.25,521
718,241,30,2,174.46,348.92
719,242,29,4,5.73,22.92
720,242,80,3,392.88,1178.64
721,242,87,3,442.56,1327.68
722,242,84,3,284.16,852.48
723,242,22,2,116.75,233.5
724,243,77,4,127.74,510.96
725,243,2,3,187.06,561.18
726,243,77,2,127.74,255.48
727,243,23,5,79.85,399.25
728,244,97,2,209.48,418.96
729,244,71,5,132.68,663.4
730,244,37,1,332.56,332.56
731,244,25,5,11.43,57.15
732,245,39,4,435.8,1743.2
733,245,58,3,363.89,1091.67
734,245,94,2,56.69,113.38
735,245,44,5,111.72,558.6
736,245,26,4,371.37,1485.48
737,246,9,3,294.38,883.14
738,246,20,1,191.71,191.71
739,246,36,1,379.04,379.04
740,246,18,3,51.98,155.94
741,246,99,4,67.45,269.8
742,247,87,2,442.56,885.12
743,247,34,4,352.16,1408.64
744,247,12,3,405.66,1216.98
745,248,63,1,273.5,273.5
746,248,80,4,392.88,1571.52
747,248,11,2,177.33,354.66
748,249,12,3,405.66,1216.98
749,249,64,4,180.92,723.68
750,249,92,5,60.45,302.25
751,249,64,3,180.92,542.76
752,250,50,1,79.59,79.59
753,250,44,5,111.72,558.6
754,250,38,3,226.45,679.35
755,251,89,1,164.53,164.53
756,251,70,1,453.74,453.74
757,251,16,1,208.95,208.95
758,251,17,5,119.6,598
759,251,8,1,82.76,82.76
760,252,17,3,119.6,358.8
761,252,58,5,363.89,1819.45
762,252,97,1,209.48,209.48
763,252,85,1,54.89,54.89
764,252,78,1,358.92,358.92
765,253,3,1,16.25,16.25
766,253,62,5,245.87,1229.35
767,253,25,4,11.43,45.72
768,253,98,4,307.01,1228.04
769,254,56,2,38.34,76.68
770,254,5,2,273.9,547.8
771,255,50,4,79.59,318.36
772,255,94,4,56.69,226.76
773,255,54,2,218.8,437.6
774,256,28,2,36.29,72.58
775,256,99,3,67.45,202.35
776,256,79,2,387.61,775.22
777,257,1,3,227.6,682.8
778,257,33,1,77.58,77.58
779,258,40,4,168.04,672.16
780,258,60,5,300.86,1504.3
781,258,34,2,352.16,704.32
782,258,39,2,435.8,871.6
783,259,36,3,379.04,1137.12
784,259,86,1,375.68,375.68
785,260,43,1,290.86,290.86
786,260,79,5,387.61,1938.05
787,260,54,3,218.8,656.4
788,261,91,2,256.59,513.18
789,261,13,2,87.64,175.28
790,261,83,4,20.8,83.2
791,261,19,4,167.25,669
792,261,25,2,11.43,22.86
793,262,92,5,60.45,302.25
794,262,10,3,16.08,48.24
795,262,47,3,350.02,1050.06
796,263,69,4,134.97,539.88
797,263,24,3,266.02,798.06
798,263,85,4,54.89,219.56
799,263,84,5,284.16,1420.8
800,263,98,1,307.01,307.01
801,264,83,4,20.8,83.2
802,264,20,1,191.71,191.71
803,265,44,3,111.72,335.16
804,265,97,4,209.48,837.92
805,265,9,1,294.38,294.38
806,266,99,5,67.45,337.25
807,266,65,2,254.9,509.8
808,266,40,4,168.04,672.16
809,266,23,2,79.85,159.7
810,266,31,5,302.6,1513
811,267,24,3,266.02,798.06
812,267,60,4,300.86,1203.44
813,267,99,5,67.45,337.25
814,268,41,3,272.17,816.51
815,268,58,3,363.89,1091.67
816,268,31,1,302.6,302.6
817,268,97,4,209.48,837.92
818,269,60,3,300.86,902.58
819,269,23,4,79.85,319.4
820,269,100,3,490.16,1470.48
821,269,54,5,218.8,1094
822,270,42,4,421.18,1684.72
823,270,52,5,304.17,1520.85
824,270,49,3,143.59,430.77
825,271,47,5,350.02,1750.1
826,272,41,3,272.17,816.51
827,272,91,3,256.59,769.77
828,273,94,3,56.69,170.07
829,273,49,4,143.59,574.36
830,274,95,4,420.68,1682.72
831,274,38,3,226.45,679.35
832,275,97,5,209.48,1047.4
833,275,32,5,266.32,1331.6
834,275,94,1,56.69,56.69
835,275,31,1,302.6,302.6
836,275,32,1,266.32,266.32
837,276,100,2,490.16,980.32
838,276,10,1,16.08,16.08
839,276,97,2,209.48,418.96
840,276,92,2,60.45,120.9
841,277,21,5,191.94,959.7
842,277,15,5,440.33,2201.65
843,277,13,4,87.64,350.56
844,278,33,3,77.58,232.74
845,278,25,4,11.43,45.72
846,278,82,1,306.53,306.53
847,279,90,2,90.42,180.84
848,280,21,5,191.94,959.7
849,280,25,1,11.43,11.43
850,280,72,3,248.62,745.86
851,281,24,3,266.02,798.06
852,281,6,3,362.16,1086.48
853,282,98,1,307.01,307.01
854,283,92,1,60.45,60.45
855,283,93,5,289.58,1447.9
856,283,97,1,209.48,209.48
857,284,26,3,371.37,1114.11
858,284,29,2,5.73,11.46
859,284,36,2,379.04,758.08
860,284,93,2,289.58,579.16
861,285,78,3,358.92,1076.76
